duration_bin,duration_label,win_rate,expected_win_rate,excess_win_rate,var_excess,mean_abs_error,avg_trade_size,total_volume,n_trades,se_excess,z_stat,p_value,significant
2.5,1-4h,0.5078996949049895,0.5188932735662236,-0.01099357866122467,0.1677529333728008,0.3385087693161042,58.55013020932592,337988121.05000067,5772628,0.0001704701234908509,-64.48976768538971,0.0,True
8.0,4-12h,0.46540205201622525,0.478118751198875,-0.012716699182655554,0.156738690959085,0.32195902985387026,74.8635042820499,128011202.14999703,1709928,0.0003027604873916257,-42.00250598158898,0.0,True
18.0,12-24h,0.4888549376396758,0.49846315509065986,-0.009608217450947261,0.17548831166046794,0.3500955308383034,73.59213949462824,364105720.4299941,4947617,0.00018833284253410968,-51.01721676189898,0.0,True
48.0,1-3d,0.4878437809356004,0.4982078792797708,-0.010364098344148684,0.16641860895568455,0.334271083204124,92.74606603414921,1772214459.8206353,19108244,9.332340038656554e-05,-111.0557298728761,0.0,True
120.0,3-7d,0.47167832209473765,0.4846588360729024,-0.012980513978177326,0.18099712268947135,0.3537358410962547,111.27499980646803,747470671.8999823,6717328,0.0001641487417185072,-79.07775498174178,0.0,True
444.0,1-4w,0.45920409560202236,0.4743215802609274,-0.015117484658671385,0.17317438216605233,0.34980820677959457,157.34375153276878,2994247500.73105,19029974,9.539436599725414e-05,-158.47355869115512,0.0,True
1000.0,>4w,0.4560827628840432,0.461214436272283,-0.005131673388027852,0.14597235893584995,0.3033872960814409,172.6398371609925,1808541614.6099854,10475807,0.00011804336164094986,-43.47278251560439,0.0,True
