trade_size_bin,win_rate,expected_win_rate,excess_win_rate,n_trades
7700.0,0.7992794647452394,0.7837776634071022,0.015501801338136926,1943
7800.0,0.7593220338983051,0.7534092009685233,0.005912832929782043,2065
7900.0,0.7880041365046536,0.7909100310237855,-0.0029058945191313156,1934
8000.0,0.7557117750439367,0.7492794376098413,0.006432337434094853,1707
8100.0,0.7671075330649799,0.7730247268545147,-0.005917193789534255,1739
8200.0,0.7914746543778802,0.7642281105990775,0.02724654377880184,1736
8300.0,0.8006578947368421,0.8017565789473678,-0.0010986842105263268,1520
8400.0,0.7753792298716453,0.7695915985997677,0.005787631271878687,1714
8500.0,0.7729257641921398,0.771522145976294,0.0014036182158453244,1603
8600.0,0.7993788819875777,0.792751552795031,0.0066273291925466144,1610
8700.0,0.8309859154929577,0.8058909981628902,0.025094917330067353,1633
