category,total_volume,market_count
KXSPURRERUPT,14915.0,8
KXSYRIA,14905.0,1
KXGHANAPARTY,14901.0,4
APPLECAR,14899.0,1
KXESPYBESTATHLETEWOMEN,14879.0,5
KXJBEARDORT,14841.0,21
KXELECTIONMOVIRELAND,14840.0,8
KXACMAAOTY,14833.0,6
KXTRUMPGA14,14800.0,1
TURKEU,14797.0,1
CTCS,14752.0,1
KXTAYLORSWIFTWEDDING,14730.0,14
GOVPARTYWI,14710.0,2
KXFEATUREDRAKE,14706.0,16
KXWNBAPLAYOFF,14701.0,13
KXUSAMBUNFOODAGRI,14693.0,9
KXBUNDESLIGASPREAD,14680.0,60
KXBTS,14628.0,1
KX538STATES,14624.0,15
KXTRUMPPHONE,14622.0,1
KXIPOKLARNA,14622.0,22
KXCRITICSLSERIES,14597.0,11
KXCOSTARICAASSEMBLY,14555.0,6
KXGGFOREIGNFILM,14526.0,12
KXNORDSTREAM2,14507.0,1
KXSNOWAZ,14487.0,1
KXTENNISMAJORDJOKOVIC,14479.0,1
KXMAUBER,14475.0,1
KXNBADRAFTTOP25,14453.0,59
KXQOWOMENSINGLES,14442.0,9
KXNYCGROCERY,14418.0,1
KXTOPALBUMBYICESPICE,14408.0,1
KXH5VACCINE,14360.0,1
KXAIDIRECTOR,14341.0,1
MLBOAK,14300.0,2
KXWNBARAISE,14295.0,1
KXRANKLISTSONGFORGOOD,14289.0,1
KXTRANSCARE,14284.0,1
KXIVYFUNDING,14250.0,1
KXSTRGMOTY,14239.0,6
KXWORLDSMVP,14236.0,16
KXJBEARDBNR,14221.0,31
KXAOCSENATE,14217.0,1
NFLVIEW,14213.0,4
KXBARRMENTION,14201.0,14
KXELECTIONMOVNJGOVD,14192.0,10
KXEARNINGSMENTIONALIBABA,14189.0,15
SECDEF,14168.0,3
KXJBEARDOC,14163.0,21
KXSINGHSEAT,14144.0,1
KXTARIFFRATECA,14143.0,1
KXTSUNAMI,14128.0,1
KXWWDC25LAUNCH,14117.0,4
KXNYCCOUNCIL30,14095.0,5
KXWACAPANDTRADE,14056.0,1
MITACKMAN,14036.0,5
KXAWARDSCMASOTY,14013.0,6
KXFEDGOVNOM,13995.0,6
KXSNAPRESTRICT,13993.0,1
KXGOOGLECEOCHANGE,13982.0,1
KXTOKENLAUNCHOPENSEA,13982.0,5
KXTOP10BBSPOTSMORGANWALLEN,13976.0,11
KXEURUSDMAX,13971.0,3
NEWSONGY,13965.0,8
KXSECURITY,13962.0,1
KXESPYCHAMPIONSHIP,13956.0,5
KXNBACLUTCH,13948.0,71
KXBARKLEYMENTION,13948.0,13
KXWALTZCOUNT,13908.0,10
NGDPQ,13882.0,1
KXDJTAOC,13872.0,1
KXSENATETARIFF,13849.0,1
KXSHIBAMAXY,13840.0,2
KXCOACHOUTMSU,13840.0,6
KXPUTINDJTLOCATION,13830.0,10
KXSCOTTIESLAM,13827.0,1
KXBTCMAX100INAUG,13787.0,1
KXUPONLY,13783.0,11
KXACQUIREBARCA,13779.0,4
KXJOBREVISION,13776.0,6
KXDJTBTC,13766.0,5
KXECKH273,13751.0,1
AAAGASMAX,13750.0,3
SENATEFLS,13706.0,2
KXBITCOIN25,13691.0,1
KXEOSANCTUARY,13681.0,1
VACCINEW,13680.0,1
KXSCOTUSPOWER,13595.0,5
KXUSDCMIN,13579.0,1
KXKAMALAGOV,13578.0,1
KXHFINSERVICECHAIR,13569.0,4
SCOTREF,13546.0,1
KXAUCTIONLIGHTSABER,13546.0,4
TOPALBUMJCOLE,13542.0,1
MCDAWNTRAIL,13539.0,5
KXGOVAK,13517.0,8
AMAZONFTC,13492.0,1
KXSNL,13483.0,9
KXHARVARDINTLBAN,13458.0,1
KXSAVEACT,13457.0,1
AAAGASMINCA,13454.0,4
KXCRITICSSTANDUP,13433.0,14
KXTOPALBUMBYJACKBOYS,13397.0,1
AVENGERSDELAY,13390.0,1
KXMARTIAL,13384.0,1
KXBRICS,13382.0,2
KXNYCBILLIONAIRES,13372.0,4
KXLEAVEMAGUIRESEQUOIA,13365.0,1
KXBIGGESTQUAKE,13363.0,8
KXMUSKUNCONST,13294.0,1
KXGRAMBAJA,13280.0,6
KXUFASEMI,13218.0,24
KXCLUBWCGB,13210.0,4
VARDELTA,13183.0,1
APPLEWATCH,13172.0,1
KXCRACKERBARRELREBRANDREVERSE,13170.0,1
METACRITICBLOODLINES2,13166.0,4
KXDCEILEND,13155.0,1
KXBLUESPACEX,13154.0,1
LIFEEXP,13150.0,5
KXSCOTUSVRA2,13132.0,1
KXJOINSTEPHENCOLBERT,13117.0,8
GOVPARTYKY,13115.0,4
KXTRUMPFIRECOM,13113.0,2
KXTRUMPVISITCA,13099.0,1
KXVMARNB,13094.0,8
KXPELOSICHARGE,13093.0,1
SPIRITCEOCHANGE,13091.0,1
KXERUPTETNA,13082.0,3
KXODINVCTFINALS,13045.0,1
KXAUSSEATSLABOR,13037.0,6
KXGREENPERCENT,13022.0,1
KXOTEWALZ,13019.0,13
KXNFCAFCSB,12987.0,2
WTIMIN,12981.0,7
KXOSCARCOUNTCONCLAVE,12957.0,9
UAW,12949.0,1
KXACKMANLEAVE,12925.0,1
KXESPYCOLLEGEWOMEN,12915.0,5
KXTOURJUSTINBIEBER,12914.0,1
NYTSUBS,12906.0,13
KXPUBLICADV,12903.0,5
VANRATE,12901.0,6
KXFDAAPPROVALPSYCHEDELIC,12896.0,1
METACRITICOUTLAWS,12876.0,4
KXCOVVHC,12875.0,1
KXCOACHELLA,12856.0,39
KXCOYOTEACME,12834.0,1
KXSENATEFLD,12833.0,4
HOUSECA40,12807.0,2
KXUEL16AJAUSG,12789.0,2
KXELONVISIT,12766.0,1
KXRANKLISTROLLINGSTONE,12763.0,12
HARVPRES,12763.0,4
KXSTARSHIPFL,12750.0,1
KXTOPALBUMBYBCYNTHIAERIVO,12749.0,1
KXSAANICH,12700.0,6
KXLEAVEBIER,12700.0,1
KXUSAMBBELGIUM,12667.0,9
KXEMMYTVMOVIE,12599.0,12
KXNBAFINMVP,12586.0,71
KXXPASSPORT,12578.0,1
KXCANNESBESTDIRECTOR,12571.0,23
KXMCDONKEYKONGBANANZA,12566.0,6
KXAMEND25,12566.0,1
YINVERT,12566.0,1
KXROSTERT1,12555.0,1
KXCOLLEGEDROP,12546.0,5
MORAESLEAVE,12507.0,1
PLEAVELAW,12505.0,1
KXPENNYCONGRESS,12504.0,1
KXDJTASIAN,12503.0,1
KXELECTIONMICALL,12496.0,1
PESO,12450.0,2
KXSUPERSONIC,12434.0,1
KXTOP10BILLBOARDSPOTJB,12426.0,10
EUEXIT,12388.0,1
COVPILL,12383.0,1
KXCS2IEMCOLOGNE,12371.0,24
KXESPYDRIVER,12352.0,5
KXSTATEMENTCOUNTCLINTONEPSTEIN,12340.0,1
KXFIRSTPRIMARYD,12329.0,4
KXTARIFFRATEKR,12308.0,1
KXNATIONALIZESPACEX,12308.0,3
KXCOLLINSCOUNT,12304.0,10
KXRANKLISTSONGLASTCHRISTMAS,12299.0,1
KXDJTATTACKACB,12290.0,1
SENATEVA,12287.0,2
KXLOVEISLANDGAMES,12268.0,21
KXVOTEMEANS,12240.0,14
KXNHLPRES,12237.0,36
KXNBADRAFT8,12220.0,11
KXWINNIPEGCENTRE,12203.0,6
KXGOVMENOMR,12202.0,16
KXMLPDJT,12196.0,1
DONDA2,12169.0,1
KXNUNAVUT,12153.0,6
OSCARSONG,12145.0,5
KXROARINGKITTYTWEETS,12103.0,1
KXSEMIPRODH,12064.0,6
KXTWITCHSUBSFAZEADAPT,12063.0,1
KXBOLIVIASENATE,12056.0,5
BILLBOARDPEAKTGIF,12046.0,8
KXACMAFAOTY,12030.0,6
KXFTCANTITRUST,12011.0,2
KXUSAMBSWISS,11979.0,9
KXUFCWELTERWEIGHTTITLE,11977.0,9
CONROVA,11972.0,1
KXAMAALBOTY,11960.0,11
KXVMASOTY,11943.0,11
NGDP,11940.0,1
KXESPMLEAVE,11936.0,1
KXKXRANKLISTPITCHFORKALBUM,11926.0,64
KXBESTACRESSTONYS,11913.0,6
HOUSETX28,11911.0,2
HPI,11891.0,3
KXKEYSTONE,11875.0,1
KXSTUDENTVISAS,11852.0,3
KXTRUMPRUN,11851.0,4
KXLEAKTULSIIRAN,11850.0,1
KXNYTOAISETTLE,11833.0,1
KXIMPEACHPENG,11823.0,1
KXSTATEFARMTESTIFY,11804.0,1
KXSPOTIFYSONGSLEAVEMEALONE,11787.0,11
KXCEOINTC,11780.0,1
KXALTHOFFMENTION,11776.0,15
AITURING,11772.0,1
MORTGAGEDEF,11758.0,18
KXBRUVSEAT,11755.0,1
MAMMAMIA3,11751.0,1
KXALLINGUEST,11748.0,2
KXIRS,11745.0,1
KXSCHEDULEF,11745.0,1
KXFRENCHPM,11721.0,19
KXPUBLICBARRON,11716.0,1
KXTARIFFSPRC,11701.0,1
KXNEWCOINCHAIN,11701.0,6
VARBA2,11692.0,1
BOE,11678.0,22
KXJOINDJTBLUESKY,11672.0,1
DRIVERS,11656.0,1
KXAIOPEN,11645.0,1
KXCHOPINCOMPETITION,11639.0,21
KXUSAMBOAS,11635.0,9
KXPASCOTUSSWEEP,11611.0,1
KXNEWOUTBREAKPCOVID,11597.0,1
MEISSNER,11588.0,1
KXMCCRONOSTND,11579.0,10
KXNEXTWHPRESS,11570.0,7
KXSHAQMENTION,11568.0,13
KXTPSUKR,11557.0,1
SENATETN,11532.0,4
SENATEMN,11517.0,4
KXHARVARDTAX,11512.0,1
CHINATOPLLM,11511.0,1
KXESPYCOMEBACK,11485.0,5
KXGRAMPOTY,11479.0,11
KXACQUIRECOINBASE,11477.0,1
NPRCEOCHANGE,11465.0,1
KXAIRELEASE,11455.0,1
VINE,11446.0,1
RENTNYC,11410.0,26
KXPRESELECTIONOCCUR,11400.0,1
KXGAPUBLICSERVICE2,11387.0,2
KXBTC25ATTEND,11378.0,3
KXLIGUE1SPREAD,11369.0,52
KXVOTEPERCENTPVV,11355.0,7
KXCRITICSLSERIESSUPACTO,11340.0,10
KXFSDMARKET,11334.0,1
KXAPSUIT,11326.0,1
KXFBIUFC,11312.0,1
KXIMFRECESS,11306.0,1
EVSHARE,11304.0,4
CPIDELAY,11302.0,2
KXMICHELINBOS,11278.0,1
APPLEPORT,11244.0,2
KXNEXTTEAMSKUBAL,11243.0,30
KXMOSTSTREAMEDMBF,11219.0,12
KXPUBLICKHAMENI,11205.0,1
KXQEMOMENSSINGLES,11188.0,26
VANRATEMW,11161.0,7
KXSTATE,11144.0,1
KXALASKABACK,11142.0,1
KXEARNINGSMENTIONDE,11138.0,10
KXSANDERSPRES,11117.0,1
CPTPP,11085.0,1
KXACELAII,11077.0,4
KXOSCARCOUNTSUBSTANCE,11066.0,6
RTWILDROBOT,11059.0,4
KXUSAMBBAHAMAS,11058.0,9
KXECB,11023.0,3
KXHURPATHHOU,11022.0,1
KXLTCMINY,11014.0,5
KXSPOTIFYSONGSFRIENDOFMINE,11005.0,14
KXTRUMPPARDONS,10971.0,37
KXABRAHAMW,10958.0,1
KXTHIELCHARTER,10949.0,1
KXSWIFTKELCEWEDDINGLOCATION,10944.0,5
KXNOLA1ROUND,10912.0,1
RENTNYCY,10884.0,4
KXIPOANDURIL,10877.0,22
TOPALBUMYE,10867.0,1
KXYTUBESUBSKAICENAT,10859.0,3
KXGRAMSWOTY,10856.0,12
KXPELOSINEWSTOCK,10844.0,1
KXFRENCHPRES,10808.0,24
KXMTGSWITCH,10807.0,1
KXGRAMBCMSEP,10805.0,6
KXJAMAICANHOR,10792.0,4
KXSTARTNYG,10731.0,5
KXDJOKOVICRETIRE,10721.0,1
KXDOTPLOT,10717.0,2
KXBATHROOM,10713.0,1
KXSENATEMND,10707.0,10
KXIRISH1ROUND,10690.0,1
KXGREYCUP,10687.0,2
GDPW,10659.0,9
KXPAYROLLCANCEL,10632.0,1
KXPODCASTGUESTNEWHEIGHTS,10628.0,1
KXEARNINGSMENTIONMSTR,10610.0,21
RRF,10596.0,2
KXMESSIRETIRE,10596.0,1
KXNYCTAXBILLIONS,10582.0,1
KXTARREBATE,10547.0,1
KXAMASSOTY,10542.0,7
HOUSETX34,10517.0,2
OSCARPROD,10504.0,5
METACRITICNCAAF25,10478.0,5
KXEWCSTARCRAFTII,10422.0,18
KXSPOTIFYSONGSJUSTKEEPWATCHING,10401.0,17
KXSYRIAELECTION,10384.0,1
KXSOUTHSURREY,10378.0,6
HURCLAND,10338.0,1
KXNYCCHILDCARE,10322.0,1
KXGGMCOMTVACTR,10312.0,22
KXNHLFIRSTGOAL,10301.0,60
KXUSOPENATTEND,10275.0,4
KXMUSKRECONCILIATION,10268.0,3
KXVETOOVERRIDE,10254.0,2
KXUFCMIDDLEWEIGHTTITLE,10251.0,8
KXMCMADDEN26,10247.0,10
KXDCMINWAGE,10244.0,1
KXLABOURPOLL,10242.0,5
KXHOUSENY21,10240.0,2
KXEPSTEINFOOTAGE,10236.0,2
KXCOACHOUTAUB,10227.0,1
KXLAUSDCLOSE,10219.0,1
KXMUSKCHALLENGERS,10203.0,8
KXVMAAOTY,10202.0,8
GDPEU,10194.0,3
KXTRUMPCONDEMNFUENTES,10189.0,1
KXCRITICSCOMEDYSUPACTR,10164.0,6
KXIPODISCORD,10157.0,22
KXELONDJTCOMPANIES,10156.0,1
KXMEDIANRENTLA,10156.0,5
KXNYCRENTFREEZE,10154.0,1
KXESPYSOCCER,10150.0,5
KXSENATESCR,10131.0,4
FXEURO,10130.0,1
KXSTOCKX8BUGSBUNNY,10084.0,4
KXTARIFFRATECAN,10065.0,6
EVMKT,10057.0,4
KXJAMESBOND,10053.0,15
KXSERIEASPREAD,10027.0,60
KXWALZGOV,9992.0,1
KXEWCVALORANT,9987.0,16
NEWALBUMEMINEM,9984.0,4
KXDRUGPRICEINSULIN,9983.0,4
KXEARTHQUAKEJAPAN,9949.0,1
KXNYCCOUNCIL13,9934.0,6
KXGOLDENBACHELOR,9933.0,6
BEYONCEGENRE,9928.0,9
TEMPMON,9917.0,1
KXELECTIONMOVABQ,9916.0,11
KXCLUBWCGH,9914.0,4
GOVPARTYGA,9906.0,2
KXVMAKPOP,9894.0,8
KXRANKLISTSTOCKXBFRIDAY,9894.0,11
KXNYCCOUNCIL21,9890.0,5
KXNGOTAX,9884.0,1
KXAWARDSCMAMOTY,9880.0,6
KXCONTEMPT,9877.0,1
KXGARLAND,9871.0,1
KXTRUMPWESTERNWALL,9859.0,1
KXSIZE3IATLAS,9856.0,4
KXROMANIATOP2,9853.0,4
KX1SONGOLIVIARODRIGO,9839.0,1
KXDJTMEN,9830.0,1
KXNFLREDZONEADS,9830.0,1
CAOY,9787.0,1
KXUSAMBNATO,9779.0,5
KXCANNESBESTACTRESS,9769.0,42
KXSOLNASDAQ,9742.0,1
KXMERCHLISTPALANTIR,9733.0,5
KXBALLONDORNATION,9731.0,4
NEWSONG,9722.0,12
KXROGANBOARD,9716.0,1
KXYTUBESUBSSNAPBACK,9712.0,1
KXMPOXCASES,9710.0,4
KXFDVMONAD,9703.0,4
KXCOMMENTTRUMPBADBUNNY,9700.0,1
COOK,9689.0,2
KXUSAINTEL,9689.0,1
KXSPOTIFYSONGSSLMPT2,9684.0,10
METADAP,9680.0,8
KXGGDRAMATVACTO,9668.0,22
KXINDY500DELAY,9643.0,1
KXVOTEPERCENTNJGOVR,9637.0,9
JPY,9630.0,6
KXNBASEATTLE,9586.0,1
KXSASMITH,9583.0,17
KXCLOSESTGOVERNOR,9582.0,14
KXUFCLHEAVYWEIGHTTITLE,9567.0,8
DISBOARD,9562.0,1
KXBOOKAWARDSFIC,9557.0,11
KXANIMEBOA,9555.0,7
GOOGLEUS,9552.0,1
KXUSAMBPOLAND,9547.0,9
KXOSCARCOUNTACU,9536.0,9
KXCRITICSDRAMASUPACTR,9527.0,9
KXNFLEXACTWINSGB,9477.0,18
KXTOPALBUMBYMEGAN,9467.0,1
KXGMECEOCHANGE,9438.0,1
KXRETIREJF,9437.0,1
KXPERSONPRESMAM,9418.0,1
KXNHLPACIFIC,9400.0,8
KXDEMORAESSANCTION,9382.0,1
KXPRESADJOURN,9368.0,1
KXJOINRONALDO,9362.0,11
KXPRIMEENGCONSUMPTION,9352.0,10
KXNJASSEMBLYSEATSD,9341.0,6
KXMTA,9313.0,4
SEMIPRODH,9311.0,4
OLYMED,9303.0,1
10Y3M,9290.0,1
BILLBOARDPEAKWW,9290.0,16
KXRHOUSESEATS,9287.0,11
KXACUIREPERPLEXITY,9286.0,1
KXTOPALBUMBYEDSHEERAN,9254.0,1
KXFREEIVF,9251.0,1
KXLOL1STTIMEWIN,9243.0,1
KXBUDGETRESS,9243.0,3
KXNATLEMERGENCY,9239.0,1
KXBRAZILINF,9237.0,1
KXGOVPANOMR,9216.0,6
KXCOMMISHCBP,9215.0,9
SFRENTSY,9201.0,3
KXIPLGAME,9181.0,2
AAAGASMIN,9157.0,3
KXAIRDROPHYPE,9153.0,2
KXCRITICSDRAMAACTO,9151.0,14
KXSPORTSIGNAHOR,9139.0,30
KXMOLDOVAPAS,9130.0,5
KXCANADA3RD,9122.0,6
KXEUROVISIONJURY,9110.0,26
KXSPXTRUMP,9106.0,1
KXELONCOUNTGROK,9105.0,1
NONCOMPETEBAN,9100.0,1
KXPASUPERIORCOURT,9084.0,2
KXCZWARREN,9069.0,1
KXUSAMBUK,9042.0,5
BEDOYA,9034.0,2
KXUNAMB,9029.0,7
KXSIG320,9016.0,1
REALWAGES,9008.0,1
PHEIC,8957.0,1
KXLEAVEPOWELLGOV,8929.0,1
KXMLSEAST,8922.0,15
KXNFLEXACTWINSSEA,8904.0,18
KXBALLOTAMERICAPARTY,8902.0,1
KXPOILIEVREOUT,8896.0,2
KXESPYDISABILITY,8888.0,5
KXNYGOVDP,8878.0,1
KXSENATEBILLS,8877.0,11
KXFENT,8873.0,15
KXBETBNA,8872.0,10
EVICT,8867.0,1
KXEWCDOTA2,8855.0,16
BAFTAACTR,8853.0,6
CARBONTAX,8839.0,1
MCSTELLARBLADE,8830.0,4
KXNBAWFINMVP,8824.0,46
ARTICICE,8814.0,1
KXLEASTSTREAMEDMBF,8796.0,12
KXFDAAPPROVAL,8782.0,9
KXAPCALLVAAG,8749.0,14
KXVMABNA,8720.0,7
KXUSAMBGREECE,8698.0,9
KXPROTOCOLSTATEDEPT,8691.0,5
KXSTEFONDIGGSCARDIB,8679.0,1
KXBBMARTIST,8671.0,5
KXSENATEIAR,8669.0,6
GOVPARTYMT,8656.0,4
KXMIRANCOUNT,8656.0,12
KXNEWCOVIDVAX,8653.0,1
KXSPOTIFYSONGSWKNDOECHIIREMIX,8625.0,11
KXSTOCKXSBKRAMPUS,8622.0,4
KXEMMYRCPROGRAM,8607.0,6
GOVPARTYPA,8591.0,2
KXAIRDROPMEGA,8586.0,5
KXMEDIACOVERMADDEN,8581.0,17
KXTESLAYL,8572.0,1
KXAWARDSCOUNTSTU,8565.0,23
KXPRESGHANA,8561.0,4
KXUSAMBSWEDEN,8548.0,9
COVIDBILL,8537.0,2
KXMUSKSPORTS,8530.0,1
KXSENATETARIFFVOTE,8529.0,20
KXDISCONTINUEFEMSEL,8523.0,1
KXMACRONOWENS,8523.0,1
KXQUORUMTX,8518.0,4
KXSANCTION,8510.0,1
KXTESLASEMI,8496.0,7
KX538CALL,8487.0,1
KXEULEADEROUT,8446.0,10
KXAISECURITY,8440.0,1
LCPIMAXYOY,8428.0,4
KXNLDFOURTH,8425.0,7
KXBETBFHHA,8422.0,10
EMMYDACTR,8421.0,6
KXBOLIVIADEPUTIES,8407.0,5
KXNFLEXACTWINSBUF,8379.0,18
KXNOBELECON,8377.0,20
KXPLAYTOGETHERJBJT,8367.0,1
MINWAGE,8347.0,1
KXNHLATLANTIC,8344.0,8
KXINFANTINOMENTION,8341.0,16
KXDIVTAX,8334.0,1
KXRAINMIAM,8330.0,4
KXELECTIONICOAST,8328.0,5
KXNEPMLEAVE,8324.0,1
KXSCREWWORMCOUNT,8322.0,4
SENATEWY,8309.0,4
CRED,8305.0,1
KXSOLETHRATIO,8288.0,5
KXACMASINGOTY,8282.0,6
KXNCAAFFINALIST,8261.0,25
VANRATENE,8245.0,8
KXTARIFFSEU,8242.0,1
KXANIMEBMC,8235.0,7
KXFDVMEGAETH,8227.0,4
KXESPYGOLF,8211.0,5
KXTRUMPENDORSE,8210.0,17
KXSTABLECOINGENIUS,8203.0,2
RAINHOU,8194.0,1
KXTVSEASONRELEASEHARRYPOTTER,8180.0,8
KXANIMEBSC,8176.0,7
KXNY10D,8173.0,5
ISAMB,8169.0,1
KXCONGRESSTESTIFY,8165.0,7
KXFEDGOVMENTION,8163.0,11
KXMUSKPRIMARY,8161.0,5
KXUHCCONVICT,8160.0,1
KXMCMARIOKARTWORLD,8145.0,6
KXHOMANMEX,8139.0,1
HOUSECA3,8134.0,2
KXKRAKENBANKPUBLIC,8125.0,5
KXTURKEYPRES,8120.0,10
KXCANNESJURYPRIZE,8118.0,23
KXCANNESGRANDPRIX,8114.0,23
KXLEAVEPLASKETT,8098.0,1
KXNYCDEPTSAFETY,8094.0,1
KXKIRKMENTION,8067.0,12
KXUFCBANTAMWEIGHTTITLE,8062.0,8
KXUSAMBFRANCE,8055.0,5
KXTRUMPPRES,8035.0,1
TWOW,8032.0,1
MOOREUS,8021.0,1
KXETHE,8010.0,11
KXPOLIOELIM,8007.0,1
KXUSECDEFPOLICY,7997.0,1
SENATESC,7993.0,4
KXTOPTEN,7982.0,1
KXJPMCEONEW,7979.0,4
KXZUCKMUSK,7974.0,1
KXDILLONMENTION,7967.0,14
KXGOVIANOMR,7965.0,5
KXTOPALBUMTHIRD,7964.0,9
KXAWARDSCOUNTLAS,7957.0,16
KXDJTMEXG7,7948.0,15
KXAMAFFPA,7928.0,6
KXUSFUND,7927.0,1
KXINJS,7925.0,1
SENATERI,7913.0,2
KXCONLEADER24,7907.0,2
KXBRAZILU,7898.0,1
KXAZPORNLAW,7896.0,1
KXUCLBTTS,7883.0,36
KXVOTERECISSION,7883.0,20
GOVPARTYMA,7863.0,2
KXPIZZASCORE9,7849.0,1
KXTAXAPP,7848.0,1
KXCS2QUALIFY,7844.0,40
KXNFLXINCREASE,7830.0,1
KXTRUMPSNL,7815.0,1
KXRTWAKEUPDEADMAN,7801.0,12
KXOZEMPICSHORT,7786.0,1
KXINCOMERATE,7780.0,2
KXSTRIPEIPO,7779.0,22
KXUSAMBITALY,7767.0,5
KXINEQUALITY,7752.0,1
KXRAINDALM,7747.0,4
KXCLUBWCGF,7739.0,4
KXCANPPCSEATS,7725.0,6
KXSTJUDE,7723.0,1
KXSPRMIN,7678.0,1
KXO3RELEASE,7674.0,1
KXVMAHIPHOP,7669.0,8
JEFFERSON,7661.0,2
KXIMOCOUNTRY,7653.0,4
KXAWARDSCMAVGOTY,7634.0,6
MCSILENTHILL2,7634.0,6
KXACMAMAOTY,7625.0,6
KX1SONGEDSHEERAN,7605.0,1
SEC230,7604.0,1
KXMUSKVISIT,7591.0,5
KXMOLDOVACOALITION,7584.0,4
KXWEWORKCEO,7581.0,1
KXTOPALBUMBYDOJACAT,7580.0,1
KXZELENSKYPUTIN,7572.0,1
KXTRUMPSETTLECBS,7562.0,1
KXGOVFLNOMD,7547.0,8
KXCLUBWCGC,7528.0,4
KXFERTILITYRATE,7525.0,6
KXLEADERMEETPOPE,7518.0,5
KXSWHIRES,7516.0,7
VANRATEMC,7502.0,8
KXFUSION,7494.0,3
KXPLANETFITNESSSUBS,7490.0,1
KXBETBG,7470.0,9
KXTARIFFSALUMINUM,7466.0,1
KXPACOMMONWEALTHCOURT,7445.0,2
KXNFLREDZONEBRANDADS,7444.0,5
KXARODGRETIRE,7423.0,1
KXSPOTIFYSONGSALAMBREPUA,7421.0,10
KXSRIRAM,7418.0,1
KXGUINEAWORM,7413.0,3
KXDEEPSEEKV4RELEASE,7411.0,1
KXBOOKAWARDSTLIT,7395.0,11
KXSPOTIFYSONGSKILLINGITGIRL,7392.0,13
KXTOPALBUMMETROBOOMIN,7345.0,1
KXFDICELIM,7321.0,1
KXEMMYSVSERIES,7304.0,3
RIHANNA,7283.0,1
KXMETACRITICGAGA,7270.0,3
CNGDP,7255.0,1
KXBBFARTIST,7254.0,5
KXDONATEBEASTWATER,7241.0,2
METACRITICERDTREE,7240.0,5
KXDRUGADS,7240.0,1
AOH1996,7236.0,1
KXVAHOD1,7233.0,8
KXCA11PRIMARY,7220.0,8
KXCRITICSCOST,7194.0,12
KXUEL16RSCFEN,7178.0,2
KXMOLDOVAMAJORITY,7175.0,1
KXUSNY,7172.0,1
KXRTAVATARFIREANDASH,7171.0,4
KXCLUBWCGE,7160.0,4
KXHOUTHILEAVE,7152.0,1
KXSPOTIFYSONGSMOMMASONG,7152.0,14
KXJONJONESRETIREMENT,7137.0,1
OPENAIPROFIT,7127.0,2
KXMWJUSTINCASE,7126.0,22
KXRANKLISTSONGRATCT,7110.0,1
KXMACOS16,7103.0,13
USDRUBMAX,7101.0,9
KXRIHANNA,7084.0,1
KXMCMETALGEARSOLIDDELTASNAKEEATER,7083.0,6
KXNEXTCZECHRPM,7081.0,4
10Y2Y,7073.0,1
KXCRITICSCOMEDYACTR,7040.0,11
KXACAHSAFSA,7009.0,1
KXAMAFPS,6998.0,6
KXTARIFFSSTEEL,6992.0,1
KXMCBORDERLANDSFOUR,6985.0,6
KXFIRETRUMP,6984.0,1
KXBBTOP200,6981.0,5
KXCRITICSDRAMASUPACTO,6971.0,3
KXNFLDRAFT1ST,6971.0,32
KX1SONGLORDE,6968.0,1
KXMLSWEST,6963.0,15
KXACQUIREMANU,6955.0,5
KXVMAALTERNATIVE,6950.0,7
KXSPOTIFYSONGSMONEYONMONEY,6941.0,18
KXLATINGRAMMYROTY,6936.0,11
KXFANATICSFESTATTEND,6934.0,12
KXGGTVSUPACTR,6913.0,22
KXCLOSESTSENATE,6886.0,9
SENATEUT,6861.0,4
KXNEWPRODUCTMICROSOFT,6809.0,1
HURCATFL,6808.0,1
NWEST,6785.0,1
KXBETBM,6784.0,9
KXOSCARNOMSBANIMATEDF,6781.0,5
KXAWARDSCOUNTSEV,6775.0,27
BARR,6765.0,1
KXRTELLAMCCAY,6758.0,4
FCC,6734.0,1
KXNTLCYBERDIR,6726.0,9
KXECSUNBELTSWEEP,6719.0,1
SENATEND,6711.0,4
KXCOVEREA,6699.0,5
KXCOLOMBIAPRES,6691.0,10
MASKMAND,6678.0,1
KXNEWMETAVR,6648.0,1
KXAAAGASMAXNY,6647.0,2
KXTOPALBUMHARRYSTYLES,6641.0,1
KXUFA,6640.0,24
KXPRESTALKPUTIN,6616.0,3
KXSONGPEAKCRUELSUMMER,6613.0,1
KXENGAGEMENTTIMOTHEEKYLIE,6603.0,1
KXBLOCKH1B,6596.0,1
KXPUTINZELENSKYYLOCATION,6586.0,8
KXSOLSTABLESUPP,6579.0,5
TIKTOKUMG,6579.0,1
KXESPYBOXING,6565.0,5
KXJACKSMITHCHARGE,6561.0,1
MCMETAPHOR,6559.0,6
KXANDYBYRONCOLDPLAY,6546.0,1
GOVPARTYWV,6545.0,4
KXONTPARTY,6537.0,4
KXVISITNYC,6523.0,10
KXEWCCS2,6512.0,16
KXSPOTIFYSONGSETERNITY,6484.0,15
KXRECORDNBABEST,6481.0,30
KXNEWCOVIDCASE,6479.0,1
KXALBUMRELEASEDATEASAP,6477.0,2
KXOPECCUTS,6474.0,1
KXSWIFTATTEND,6465.0,1
KXTOPALBUMYJID,6445.0,1
KXSPOTIFYSONGSMRELECTRICBLUE,6425.0,10
KXCHICKENVAX,6420.0,1
TRAVELWARN,6407.0,1
KXERUPTSUPER,6380.0,1
KXCANNESBESTACTOR,6378.0,47
CARVMAK,6372.0,1
KXZELDINCOUNT,6368.0,10
